#name	name2
NM_001258756	acj6
NM_001258755	acj6
NM_001258754	acj6
NM_001258753	acj6
NM_001144726	acj6
NM_001014744	acj6
NM_001014743	acj6
NR_123920	lncRNA:CR44354
NR_123919	lncRNA:CR44353
NR_123918	lncRNA:CR44888
NR_047813	mir-12
NR_047811	mir-304
NR_047809	mir-283
NM_206717	CG9220
NM_176737	CG9213
NM_176736	CG15643
NM_176735	Gmap
NM_176734	Gmap
NM_167453	cerv
NM_167452	CG42299
NM_167451	CG42300
NM_167448	CG6340
NM_167447	CG6340
NM_132819	Alp11
NM_132818	CG8097
NM_132817	CG9215
NM_132816	CG7872
NM_132815	cerv
NM_132811	CG7860
NM_132806	CG6340
NM_132805	CG6324
NM_132804	mh
NM_132803	Alg14
NM_132802	Grip128
NM_132801	CG15641
NM_057951	Ac13E
NM_001298351	CG9220
NM_001298350	CG8097
NM_001298349	cerv
NM_001298348	CG9213
NM_001298347	CG15643
NM_001298346	CG7860
NM_001298345	Gmap
NM_001298344	CG6324
NM_001272646	Ac13E
NM_001272645	CG6340
NM_001014745	Ac13E
NM_001370008	Gmap
NR_133526	lncRNA:CR45523
NR_133525	lncRNA:CR43132
NR_123925	lncRNA:CR45526
NR_123924	lncRNA:CR45524
NR_123923	lncRNA:CR45523
NR_123922	lncRNA:CR44893
NR_123921	lncRNA:CR44423
NR_047817	asRNA:CR43299
NR_047816	asRNA:CR43299
NR_047815	asRNA:CR43299
NM_167458	CG9281
NM_167456	Pis
NM_167455	CG12708
NM_132830	CG15601
NM_132829	CG9281
NM_132828	CG8134
NM_132827	Pis
NM_132826	CG9240
NM_132825	CG8128
NM_132824	CG15599
NM_132823	CG15646
NM_132822	CG8119
NM_132821	CG8117
NM_057388	sog
NM_001298358	CG15601
NM_001298357	CG15601
NM_001298356	CG15601
NM_001298355	CG9281
NM_001298354	CG8134
NM_001298353	CG8128
NM_001298352	CG15646
NM_001272649	sog
NM_001272647	sog
NM_001258765	CG9240
NM_001144727	CG12708
NR_133529	lncRNA:CR32582
NR_133528	lncRNA:CR32582
NR_133527	lncRNA:CR32582
NR_123927	lncRNA:CR44384
NR_123926	lncRNA:CR44384
NM_001347758	AlkB
NM_001316637	sd
NM_206735	AlkB
NM_206734	Myb
NM_206733	Myb
NM_206731	Myb
NM_206730	UBL3
NM_206729	Chc
NM_206728	Chc
NM_206727	sd
NM_206726	CG8974
NM_206725	CG8974
NM_206724	Rhp
NM_206723	CG8260
NM_206722	Graf
NM_206721	Graf
NM_206720	Graf
NM_206719	Graf
NM_206718	Graf
NM_176739	CG43672
NM_176738	CG33172
NM_167468	sun
NM_167466	Chc
NM_167465	sd
NM_167464	CG32581
NM_167463	CG8974
NM_167462	CG8974
NM_167461	Paf-AHalpha
NM_132856	CG15914
NM_132855	UBL3
NM_132854	CG8578
NM_132853	ArgRS
NM_132852	CG8565
NM_132851	CG8509
NM_132850	PGRP-LE
NM_132849	CG15602
NM_132848	CG8974
NM_132847	Efhc1.1
NM_132844	CG8952
NM_132842	Graf
NM_132841	CG8260
NM_132840	Mvd
NM_132838	CCT6
NM_132837	CG8944
NM_132836	CG8206
NM_132835	CG11679
NM_132834	MagR
NM_132833	CG12379
NM_132832	CG8191
NM_079943	sun
NM_080350	Paf-AHalpha
NM_078615	Myb
NM_078614	sd
NM_078613	Rhp
NM_078612	mRpS30
NM_078611	mRpL3
NM_078610	Arp6
NM_057694	Chc
NM_001298374	CG8578
NM_001298373	CG8578
NM_001298371	Chc
NM_001298370	sd
NM_001298369	CG15602
NM_001298368	mRpS30
NM_001298367	Graf
NM_001298366	Mvd
NM_001298365	CG8206
NM_001272654	sd
NM_001272653	sd
NM_001272652	sd
NM_001272651	CG43673
NM_001272650	MagR
NM_001258773	sd
NM_001258772	sd
NM_001258771	sd
NM_001258769	sd
NM_001258770	sd
NM_001258768	sd
NM_001258767	sd
NM_001258766	PGRP-LE
NM_001169292	UBL3
NM_001169291	sd
NM_001169290	sd
NM_001103524	Chc
NM_001103523	Chc
NM_001103522	sd
NM_001103521	sd
NM_001103520	sd
NM_001103519	sd
NM_001103518	CG32581
NM_001103517	RpIIIC160
NR_123929	lncRNA:CR45527
NR_123928	asRNA:CR45000
NR_047818	mir-927
NM_001316638	Gbeta13F
NM_206754	eIF5
NM_206753	CG9170
NM_206752	mmd
NM_206747	Stim
NM_206746	Lcch3
NM_206745	shi
NM_206744	shi
NM_206743	shi
NM_206742	shi
NM_206741	CG16952
NM_206739	Gbeta13F
NM_206740	CG16952
NM_206738	Gbeta13F
NM_206737	Gbeta13F
NM_206736	Gbeta13F
NM_176740	Ranbp16
NM_167476	ND-20
NM_167474	Lrp4
NM_167473	CycD
NM_167472	CycD
NM_167471	shi
NM_167470	shi
NM_132869	ND-20
NM_132868	Slc25A46a
NM_132867	CG9170
NM_132864	Rrp47
NM_132863	CG8924
NM_132862	CG8916
NM_132860	CG15916
NM_132859	MSBP
NM_132858	tay
NM_132857	CG16952
NM_080714	Gapdh2
NM_080351	Gbeta13F
NM_080114	shi
NM_078635	Or13a
NM_078634	mmd
NM_078633	Stim
NM_078631	CycD
NM_001298384	ND-20
NM_001298383	CG9170
NM_001298382	mmd
NM_001298381	Rrp47
NM_001298380	Stim
NM_001298379	Ranbp16
NM_001298378	Lrp4
NM_001298377	shi
NM_001298376	tay
NM_001298375	CG16952
NM_001272662	mmd
NM_001272661	mmd
NM_001272660	shi
NM_001272659	shi
NM_001272658	MSBP
NM_001272657	tay
NM_001272656	tay
NM_001272655	Gapdh2
NM_001258776	mmd
NM_001258775	mmd
NM_001258774	Stim
NM_001201670	CG42766
NM_001201669	CG42766
NM_001201668	Ranbp16
NM_001201667	Ranbp16
NM_001201666	Ranbp16
NM_001201665	Ranbp16
NM_001169299	CG8916
NM_001169298	Lrp4
NM_001169297	shi
NM_001169296	shi
NM_001169295	shi
NM_001169294	MSBP
NM_001169293	CG16952
NM_001144728	mmd
NM_001042814	shi
NM_001042813	shi
NM_001369984	CG16952
NR_047820	mir-4958
NM_206760	Tob
NM_206759	vap
NM_167486	CG42354
NM_167485	CG42353
NM_167484	Nipsnap
NM_167483	Nipsnap
NM_167482	Muc14A
NM_167481	vap
NM_167480	vap
NM_167478	exd
NM_132878	CG42353
NM_132877	CG8958
NM_132876	Tob
NM_132875	Nipsnap
NM_132874	dpr18
NM_132873	CG12395
NM_132872	CG12698
NM_132871	CG8939
NM_078637	vap
NM_078636	exd
NM_001298387	Nipsnap
NM_001298386	vap
NM_001298385	vap
NM_001272668	CG42354
NM_001272667	CG42354
NM_001272666	CG42354
NM_001272664	exd
NM_001272663	exd
NM_001169301	Tob
NM_001169300	Tob
NM_001144730	CG42354
NM_001144729	CG42354
NR_133531	lncRNA:CR46211
NR_133530	lncRNA:CR46211
NR_047823	mir-985
NM_078638	disco
NM_001038758	disco
NR_123930	asRNA:CR45485
NR_002130	snRNA:U2:14B
NR_002129	snRNA:U5:14B
NM_206763	Fur2
NM_206762	Dsp1
NM_176741	eas
NM_167512	CG9992
NM_167499	CG3632
NM_167509	Fur2
NM_167510	Fur2
NM_167508	Fur2
NM_167497	CG3632
NM_167507	Fur2
NM_167506	Fur2
NM_167496	CG9911
NM_167505	nonA
NM_167495	CG9911
NM_167504	Dsp1
NM_167494	CG9911
NM_167503	Dsp1
NM_167493	caz
NM_167492	CG32576
NM_167502	Dsp1
NM_167501	CG32579
NM_167491	eas
NM_167489	eas
NM_167490	eas
NM_167488	kat80
NM_144473	PIG-Q
NM_132891	CG9919
NM_132890	CalpC
NM_132889	CG9917
NM_132888	SWIP
NM_132886	Had1
NM_132885	CG3679
NM_132883	CG9911
NM_132882	UQCR-14
NM_132881	Mfe2
NM_132880	CG12507
NM_080715	Dsp1
NM_080353	Prosalpha4
NM_078644	Fur2
NM_078643	nonA
NM_078642	Cyp1
NM_078641	caz
NM_078640	eas
NM_078639	kat80
NM_057543	U2af50
NM_057378	sl
NM_001298395	nonA
NM_001298394	PIG-Q
NM_001298393	Dsp1
NM_001298392	CG9919
NM_001298391	Had1
NM_001298390	eas
NM_001298389	Mfe2
NM_001298388	kat80
NM_001272679	CG9921
NM_001272680	CG9921
NM_001272678	CG32579
NM_001272677	CG32579
NM_001272676	CG9917
NM_001272675	CG9915
NM_001272674	CG3679
NM_001272673	caz
NM_001272672	caz
NM_001258781	U2af50
NM_001258779	U2af50
NM_001258780	U2af50
NM_001258778	eas
NM_001258777	eas
NM_001169303	Fur2
NM_001169302	Fur2
NM_001144731	Dsp1
NM_001103530	CG9915
NM_001103529	CG3632
NM_001103528	CG3632
NM_001103527	CG3632
NM_001103526	CG3632
NM_001014747	nonA
NM_001014746	CG32576
NM_206764	eIF4H1
NM_167522	eIF4H1
NM_167521	hang
NM_167520	hang
NM_167519	AnxB11
NM_167518	Traf-like
NM_167517	Traf-like
NM_167516	CG4239
NM_167515	CG4239
NM_132898	Traf-like
NM_132897	CG4301
NM_132896	CG9981
NM_132895	TH1
NM_132894	CG4239
NM_132902	eIF2alpha
NM_132901	rngo
NM_132900	CDC50
NM_080220	eIF4H1
NM_078646	AnxB11
NM_078645	mei-41
NM_001298399	rngo
NM_001298398	CDC50
NM_001298397	TH1
NM_001298396	CG4239
NM_001298402	eIF4H1
NM_001298401	eIF4H1
NM_001298400	eIF2alpha
NM_001272689	AnxB11
NM_001272688	AnxB11
NM_001272687	AnxB11
NM_001272686	AnxB11
NM_001272685	AnxB11
NM_001272684	Traf-like
NM_001272683	Traf-like
NM_001272682	CG9981
NM_001272681	CG9981
NM_001258785	Traf-like
NM_001258784	Traf-like
NM_001258783	CG4301
NM_001258782	CG4301
NM_001144732	hang
NM_001038759	CG34015
NR_123931	asRNA:CR45001
NR_047825	mir-4965
NM_167527	RpS19a
NM_167526	RpS19a
NM_167524	CanA-14F
NM_167523	CanA-14F
NM_132911	SNRPG
NM_132910	CG9777
NM_132909	CG9782
NM_132908	Nup153
NM_132907	CG9784
NM_132906	CG13014
NM_132905	CG9902
NM_132904	CG9903
NM_132903	Cnx14D
NM_079945	Ubc7
NM_080535	Rok
NM_078652	RpS19a
NM_078651	mbt
NM_078650	SMC3
NM_078649	Pp2B-14D
NM_078648	Arp2
NM_001298410	RpS19a
NM_001298409	RpS19a
NM_001298408	Rok
NM_001298407	Rok
NM_001298406	Rok
NM_001298405	Ubc7
NM_001272695	CG9784
NM_001272694	CG9784
NM_001272693	CanA-14F
NM_001272692	Arp2
NM_001272691	CG9902
NM_001258788	CanA-14F
NM_001258787	Pp2B-14D
NM_001258786	Pp2B-14D
NM_001144737	SNRPG
NM_001144734	Nup153
NM_001103532	Nup153
NM_001103531	Arp2
NR_163213	sisRNA:2
NM_206765	r
NM_206766	Sep4
NM_167543	Twdlalpha
NM_167542	CG32568
NM_167541	TwdlZ
NM_167539	TwdlX
NM_167540	TwdlY
NM_167538	CG32572
NM_167536	CG4678
NM_167535	CG9676
NM_167534	Sep4
NM_167533	Sep4
NM_167532	Sep4
NM_167531	Sep4
NM_167530	Sep4
NM_167529	CG32573
NM_132932	goe
NM_132926	CG13008
NM_132924	CG4678
NM_132923	CG9672
NM_132922	CG4653
NM_132921	CG9673
NM_132920	sphe
NM_132919	Sep4
NM_132918	sing
NM_132917	CG13010
NM_132916	CG13012
NM_132915	CG15865
NM_132914	CG9723
NM_078653	r
NM_057429	Axs
NM_001298422	CG32568
NM_001298421	goe
NM_001298420	goe
NM_001298419	CG34325
NM_001298418	CG34325
NM_001298417	CG9673
NM_001298416	CG4678
NM_001298415	CG4678
NM_001298414	r
NM_001298412	CG42512
NM_001272698	CG13012
NM_001272697	CG13012
NM_001272696	CG13012
NM_001258789	CG4678
NM_001169305	CG42512
NM_001169304	CG32573
NM_001144739	CG4678
NM_001144738	CG4678
NM_001103533	CG34325
NM_001038761	CG4678
NR_073659	lncRNA:CR43768
NR_073658	lncRNA:CR44129
NR_073657	asRNA:CR44053
NM_001347784	CG46306
NM_001316633	CG4768
NM_206771	CG33252
NM_206769	CG9125
NM_206770	Rcp
NM_206768	CG9132
NM_206767	CG9132
NM_167549	CG4829
NM_167550	CG4829
NM_132950	CG13002
NM_132949	CG4880
NM_132948	DENR
NM_132947	Rcp
NM_132946	Nprl2
NM_132945	CG4872
NM_132944	CG13003
NM_132943	CG13004
NM_132942	CG4829
NM_132941	ppk28
NM_132940	CG13005
NM_132938	CG4789
NM_132936	CG4768
NM_132935	Rrp45
NM_132934	Sap30
NM_132933	CG9609
NM_078656	RSG7
NM_078655	mRpL22
NM_001298424	Rrp45
NM_001298423	Sap30
NM_001272699	CG4829
NM_001272702	CG4880
NM_001272701	DENR
NM_001272700	CG13003
NM_001258793	RSG7
NM_001258792	CG13004
NM_001258791	CG9132
NM_001258790	CG4768
NM_001201724	CG13004
NM_001169308	CG13003
NM_001103536	CG13004
NM_001103535	CG4829
NM_001103534	CG4829
NM_167553	CG45002
NM_167552	CG4928
NM_132957	CG45002
NM_132956	Ubr1
NM_132955	RhoGAP15B
NM_132954	CG13000
NM_132953	CG13001
NM_132952	wus
NM_132951	CG4928
NM_001298428	CG45002
NM_001298427	Ubr1
NM_001298426	wus
NM_001298425	CG4928
NM_001272705	CG43997
NM_001272704	CG45002
NM_001272703	CG45002
NM_001258794	Ubr1
NM_001144741	CG43996
NM_001144740	CG45002
NM_001042817	RhoGAP15B
NR_003748	snoRNA:Psi28S-1135a
NR_003747	snoRNA:Psi28S-1135b
NR_003746	snoRNA:Psi28S-1135c
NR_003745	snoRNA:Psi28S-1135d
NR_003744	snoRNA:Psi18S-1854a
NR_003743	snoRNA:Psi28S-1135e
NR_003742	snoRNA:Psi18S-1854b
NR_003741	snoRNA:Psi28S-1135f
NR_003740	snoRNA:Psi18S-1854c
NR_003739	snoRNA:Psi28S-1192a
NR_003738	snoRNA:Psi28S-1192b
NR_003737	snoRNA:Psi28S-1192c
NR_003736	snoRNA:Psi28S-1192d
NR_002467	snoRNA:Psi28S-2876
NM_001316634	CG5004
NM_167558	xmas
NM_167557	mei-218
NM_167555	CG4991
NM_167554	CG4949
NM_132968	Chchd2
NM_132967	CG5004
NM_132965	Arpc3B
NM_132964	CG4991
NM_132963	CG16700
NM_132962	CG8945
NM_132961	CG4955
NM_132960	CG4949
NM_132959	wcy
NM_080034	xmas
NM_078658	RpS5a
NM_001298434	Chchd2
NM_001298433	RpS5a
NM_001298432	RpS5a
NM_001298431	RpS5a
NM_001298430	CG5004
NM_001272711	Arpc3B
NM_001272709	CG4991
NM_001272710	CG4991
NM_001272708	wcy
NM_001272707	wcy
NM_001272706	wcy
NM_001258796	wcy
NM_001258795	CG43077
NM_001201728	mei-218
NM_001201727	CG5004
NM_001201726	CG5004
NM_001201725	CG5004
NM_001144743	mei-218
NM_001144742	CG4991
NM_001103539	Arpc3B
NM_001103538	wcy
NM_001031898	mei-217
NM_001031897	mei-218
NM_001370033	xmas
NR_073660	lncRNA:CR44026
NM_206772	CG5172
NM_176747	f
NM_176746	f
NM_176745	f
NM_167565	Fim
NM_167564	Fim
NM_167563	f
NM_167562	CG10598
NM_167561	CG12995
NM_167559	CG32564
NM_167560	CG32563
NM_132984	CG8661
NM_132983	CG8664
NM_132981	CG8675
NM_132980	CG8915
NM_132978	CG10598
NM_132976	CG5172
NM_132975	CG12998
NM_132974	CG5162
NM_132973	CG18258
NM_132970	CG5070
NM_132969	TTLL1A
NM_078660	f
NM_001298441	CG8664
NM_001298440	CG8915
NM_001298439	CG12998
NM_001298438	CG5162
NM_001298437	CG32563
NM_001201732	CG42854
NM_001201731	f
NM_001201730	f
NM_001201729	f
NM_001144744	CG10597
NM_001103540	CG34327
NM_001042819	f
NR_047828	lncRNA:CR43491
NM_176750	CG5613
NM_176749	CG8611
NM_176748	CG5445
NM_167568	CG5445
NM_167567	CG5445
NM_132987	CG5613
NM_132986	CG8611
NM_132985	CG5445
NM_078663	B-H1
NM_078662	B-H2
NM_001298443	CG8611
NM_001272713	B-H1
NM_001272712	B-H2
NR_123933	lncRNA:CR44692
NM_176751	CG43658
NM_132990	CG43658
NM_132989	CG8568
NM_132988	p-cup
NM_001298445	CG43658
NM_001298444	CG43658
NM_001272716	CG43658
NM_001272715	CG43658
NM_001272714	CG43658
NM_001169309	CG43658
NR_073661	asRNA:CR44124
NM_206773	chas
NM_167573	RhoGAPp190
NM_167572	RhoGAPp190
NM_167571	CG12991
NM_167570	Ankle2
NM_167569	Ankle2
NM_132999	corolla
NM_132998	CG8326
NM_132997	stas
NM_132996	X11L
NM_132995	CG12991
NM_132994	CG12992
NM_132993	Ankle2
NM_132992	ppk23
NM_133005	CG12990
NM_133004	IntS2
NM_133003	RhoGAPp190
NM_133002	CG5800
NM_133001	CG8289
NM_133000	ND-24
NM_078664	beta-Spec
NM_001298453	chas
NM_001298452	chas
NM_001298450	CG8289
NM_001298449	ND-24
NM_001298448	corolla
NM_001298447	X11L
NM_001298446	Ankle2
NM_001272732	beta-Spec
NM_001272731	beta-Spec
NM_001272729	RhoGAPp190
NM_001272730	RhoGAPp190
NM_001272728	RhoGAPp190
NM_001272727	RhoGAPp190
NM_001272726	X11L
NM_001272725	X11L
NM_001272724	CG12992
NM_001272723	CG12992
NM_001272722	CG12992
NM_001272721	CG12991
NM_001272719	CG12991
NM_001272720	CG12991
NM_001272718	CG12991
NM_001272717	ppk23
NM_001169310	X11L
NM_001144745	stas
NM_001103541	ppk23
NM_001014749	ppk23
NM_167576	CG42684
NM_167575	par-6
NM_133015	CG12986
NM_133014	unc-4
NM_133012	CG42684
NM_133011	CG8173
NM_133010	par-6
NM_133009	CG8188
NM_078665	OdsH
NM_001298461	unc-4
NM_001298460	unc-4
NM_001298459	CG42684
NM_001298458	CG42684
NM_001298457	CG42684
NM_001298456	CG42684
NM_001298455	CG8188
NM_001298454	CG8188
NM_001201734	CG42684
NM_001201733	CG42684
NM_001103542	CG42684
NM_001038763	CG8188
NR_123934	lncRNA:CR44691
NR_073662	asRNA:CR43981
NM_176754	Gss2
NM_176754	Gss2
NM_176753	Gss1
NM_176753	Gss1
NM_176752	Gss1
NM_176752	Gss1
NM_170659	mnb
NM_170658	mnb
NM_167591	Gss2
NM_167591	Gss2
NM_167589	Gss2
NM_167589	Gss2
NM_167590	Gss2
NM_167590	Gss2
NM_167581	mnb
NM_167580	CG32554
NM_167579	CG15814
NM_167578	CG15814
NM_167577	CG15814
NM_133031	CG6847
NM_133030	Vps4
NM_133029	CG7772
NM_133028	Gss1
NM_133028	Gss1
NM_133027	CG12985
NM_133026	CG6788
NM_133024	CG6769
NM_133023	Arp8
NM_133022	CG6762
NM_133021	Mco4
NM_133020	Spt7
NM_133019	CG15814
NM_133018	Ucp4A
NM_133017	CG8142
NM_133016	CG6398
NM_078667	e(y)1
NM_001298468	CG6847
NM_001298467	Vps4
NM_001298466	Gss2
NM_001298466	Gss2
NM_001298465	Gss1
NM_001298465	Gss1
NM_001298464	mnb
NM_001298463	Ucp4A
NM_001298462	CG6398
NM_001272734	CG6769
NM_001201738	CG6762
NM_001201737	CG6762
NM_001201736	CG6762
NM_001201735	Ucp4A
NM_001169316	Gss2
NM_001169316	Gss2
NM_001169315	Gss2
NM_001169315	Gss2
NM_001169313	Gss1
NM_001169313	Gss1
NM_001169312	Gss1
NM_001169312	Gss1
NM_001169311	Gss1
NM_001169311	Gss1
NM_001014750	mnb
NM_133037	CG7536
NM_133036	CG15373
NM_133034	CG6867
NM_133033	CG12672
NM_078670	Dhc16F
NM_001298470	CG7536
NM_001298469	CG7536
NM_001103543	CG15373
NR_144650	lncRNA:CR32553
NR_123937	lncRNA:CR45606
NR_123936	lncRNA:CR45605
NR_123935	lncRNA:CR45605
NR_047831	mir-210
NR_047829	mir-969
NM_206779	Frq2
NM_206778	Frq2
NM_206777	ari-1
NM_206776	CG7206
NM_176755	RhoGAP16F
NM_167610	ari-1
NM_167608	wupA
NM_167607	wupA
NM_167606	wupA
NM_167605	wupA
NM_167604	wupA
NM_167603	wupA
NM_167602	Mvb12
NM_133045	Him
NM_133044	Andorra
NM_133043	Frq1
NM_133041	CG7135
NM_133040	Mvb12
NM_133039	RhoGAP16F
NM_080355	Hesr
NM_080354	Frq2
NM_078675	ari-1
NM_078674	wupA
NM_078673	Taf8
NM_078672	scu
NM_001298472	RhoGAP16F
NM_001298471	RhoGAP16F
NM_001272746	Frq2
NM_001272745	Frq1
NM_001272744	Frq1
NM_001272743	ari-1
NM_001272742	ari-1
NM_001272741	wupA
NM_001272740	wupA
NM_001272739	wupA
NM_001258799	CG7206
NM_001258809	CG43229
NM_001258808	CG43229
NM_001258807	ari-1
NM_001258806	CG43133
NM_001258805	wupA
NM_001258804	wupA
NM_001258803	wupA
NM_001258802	Mvb12
NM_001258801	RhoGAP16F
NM_001258800	scu
NM_001038764	Frq1
NR_123943	lncRNA:CR45609
NR_123942	lncRNA:CR45608
NR_123941	lncRNA:CR15061
NR_123940	lncRNA:CR45613
NR_123939	lncRNA:CR45607
NR_123938	lncRNA:CR45622
NM_206780	CG6023
NM_167611	CG15059
NM_133057	CG6023
NM_133050	CG15059
NM_080356	upd1
NM_001298473	upd1
NM_001103545	upd1
NM_001103544	upd3
NM_001370039	upd2
NR_123944	asRNA:CR45714
NR_073664	asRNA:CR43842
NR_073663	lncRNA:CR43686
NM_001347813	CrebB
NM_206787	CG32549
NM_206786	CG32549
NM_206785	CG32549
NM_206783	CrebB
NM_206781	CrebB
NM_167622	CG32547
NM_167618	CG32551
NM_167617	CG32548
NM_167615	CG32549
NM_167614	CG32549
NM_133066	CG6290
NM_133065	CG32548
NM_133063	CG15056
NM_133061	CG32549
NM_133060	CG6179
NM_133059	CG6106
NM_078677	Tsf1
NM_078676	betaCOP
NM_057542	por
NM_001298475	Tsf1
NM_001298474	CG6106
NM_001272754	CG43843
NM_001272753	CG32547
NM_001272752	CG43841
NM_001272751	por
NM_001272750	por
NM_001272749	CrebB
NM_001272748	CrebB
NM_001258811	CrebB
NM_001144747	CG42323
NM_001144746	CG42323
NM_001103549	CG34328
NM_001103548	CrebB
NM_001103547	CrebB
NM_001103546	CrebB
NR_123945	lncRNA:CR45627
NR_047833	lncRNA:CR43492
NM_176758	Bx
NM_167625	Bx
NM_167624	HisRS
NM_167623	Pgant7
NM_133081	CG15047
NM_133080	CG15042
NM_133079	CG6481
NM_133077	HisRS
NM_133076	CG6470
NM_133075	Ggt-1
NM_133074	Xrcc2
NM_133073	Pgant7
NM_133072	CG15043
NM_133071	CG15044
NM_133070	CG15046
NM_133069	psh
NM_078678	Bx
NM_057576	Wnt5
NM_001298480	CG6470
NM_001298479	Ggt-1
NM_001298478	Wnt5
NM_001298477	Pgant7
NM_001298476	CG15043
NM_001272759	Bx
NM_001272758	Bx
NM_001272757	HisRS
NM_001272756	HisRS
NR_123952	lncRNA:CR45513
NR_123951	lncRNA:CR45512
NR_123950	lncRNA:CR44707
NR_123949	lncRNA:CR45710
NR_123948	lncRNA:CR45514
NR_123947	lncRNA:CR44705
NR_123946	lncRNA:CR43289
NM_167628	Cyp18a1
NM_167627	CG6659
NM_167626	wgn
NM_133093	CG6873
NM_133092	Cyp308a1
NM_133091	phm
NM_133090	CG6696
NM_133089	CG6659
NM_133088	Ing3
NM_133087	CG6617
NM_133086	Nup35
NM_133085	Rip11
NM_078679	Cyp18a1
NM_058151	fu
NM_001298485	phm
NM_001298484	Rip11
NM_001298483	Rip11
NM_001298482	Rip11
NM_001298481	wgn
NM_001169320	Rip11
NM_001103552	CG42302
NM_001103551	CCKLR-17D1
NR_123953	asRNA:CR44841
NM_167637	CG32544
NM_167635	bnb
NM_167634	bnb
NM_167633	bnb
NM_167630	CG6891
NM_167629	CG12609
NM_133099	CG7058
NM_133098	Atg101
NM_133107	CG7326
NM_133097	CG6961
NM_133106	Usp39
NM_133096	CG18259
NM_133105	CG7322
NM_133095	CG6891
NM_133104	htk
NM_133103	shop
NM_133102	htk
NM_133101	CG7101
NM_133100	CG42450
NM_080122	S6KL
NM_078683	Pvf1
NM_078682	bnb
NM_001298487	CG7322
NM_001298486	Pvf1
NM_001272766	CG7326
NM_001272765	CG32544
NM_001272764	CG7322
NM_001272762	CG42450
NM_001272760	CG6891
NM_001258814	S6KL
NM_001258813	S6KL
NM_001169321	Pvf1
NM_001103553	CCKLR-17D3
NR_123954	lncRNA:CR44708
NM_133113	CG7378
NM_133112	SdhBL
NM_133111	Flacc
NM_133110	CG7332
NM_001298492	CG7378
NM_001298491	SdhBL
NM_001298490	Flacc
NM_001298489	Flacc
NM_001298488	CG7332
NM_001103557	CG7378
NR_123956	lncRNA:CR45711
NR_123955	lncRNA:CR45503
NM_133122	Obp18a
NM_133121	tgy
NM_133120	CG15882
NM_133119	CG7423
NM_133118	CG14191
NM_133117	CG7406
NM_133116	CG14190
NM_001298496	tgy
NM_001298495	CG34330
NM_001298494	Diedel3
NM_001103559	CG34330
NM_001103558	Diedel3
NR_047834	mir-4959
NM_001316643	CG33939
NM_206789	CG33253
NM_167641	CG14195
NM_133143	rictor
NM_133142	Hs3st-B
NM_133141	CG7992
NM_133140	CG7889
NM_133139	CG14196
NM_133138	CG7884
NM_133137	Muc18B
NM_133136	Mur18B
NM_133134	Ulp1
NM_133133	CG7990
NM_133132	CG14194
NM_133131	CG7914
NM_133130	HP1D3csd
NM_133129	Mec2
NM_133127	CG7453
NM_133126	CG7556
NM_133125	Inx5
NM_133123	RhoGAP18B
NM_001298499	CG33253
NM_001298498	CG7556
NM_001298497	RhoGAP18B
NM_001298504	rictor
NM_001298503	rictor
NM_001298502	Muc18B
NM_001298501	CG14195
NM_001298500	CG7990
NM_001272773	Hs3st-B
NM_001272772	CG7884
NM_001272771	CG14194
NM_001272770	CG33253
NM_001258815	CG7990
NM_001144749	RhoGAP18B
NM_001144748	RhoGAP18B
NR_002469	snmRNA:763
NM_206791	nAChRalpha7
NM_167645	nAChRalpha7
NM_167644	CG32536
NM_167643	CG32537
NM_133150	out
NM_133149	CG8051
NM_133148	CG8034
NM_133147	CG8028
NM_001298507	nAChRalpha7
NM_001298506	out
NM_001298505	CG8051
NM_001272775	CG32537
NM_001169324	nAChRalpha7
NM_001169323	CG8034
NM_001103561	CG8028
NR_123958	asRNA:CR44340
NR_123957	lncRNA:CR43260
NM_167657	Idh3a
NM_167656	Pfrx
NM_167655	Pfrx
NM_167654	Pfrx
NM_167653	Pfrx
NM_167652	Pfrx
NM_167651	Pfrx
NM_167650	mRpS14
NM_167649	CG32533
NM_144242	ksh
NM_133160	Idh3a
NM_133159	CG14200
NM_133158	CG12204
NM_133157	ND-18
NM_133156	Naa15-16
NM_133155	CG12200
NM_078684	pcm
NM_058104	Pfrx
NM_058103	Pfrx
NM_001298512	Pfrx
NM_001298511	Pfrx
NM_001298510	Naa15-16
NM_001298509	mRpS14
NM_001298508	CG32533
NM_001272777	CoRest
NM_001272776	Idh3a
NM_001258823	Pfrx
NM_001258822	Pfrx
NM_001258821	Pfrx
NM_001258820	CG14200
NM_001258819	CG14200
NM_001169325	pcm
NM_001014756	CoRest
NM_001014755	CoRest
NM_001014754	CoRest
NR_156796	mir-4966-2
NR_144672	mir-9369
NR_047856	mir-979
NR_047854	mir-978
NR_047852	mir-977
NR_047850	mir-976
NR_047848	mir-975
NR_047845	mir-4966-1
NR_047842	mir-2499
NR_047840	mir-974
NR_047838	mir-973
NR_047836	mir-972
NM_167675	Rcd-1
NM_167671	Tyler
NM_167669	CG14207
NM_167668	RpS10b
NM_167667	Tao
NM_167666	Tao
NM_167665	Tao
NM_167664	car
NM_167663	Grip84
NM_167662	Grip84
NM_134496	Elys
NM_134495	Ranbp21
NM_134494	Arp10
NM_134493	Sec61gamma
NM_134492	CG12237
NM_134491	Rcd-1
NM_134490	e(y)3
NM_134489	CG14212
NM_134488	MKP-4
NM_134487	Naa20A
